27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	40	27	27	27	27	40	27	27	27	27	40	27	27	27	27	27	40	27	39	29	29	29	29	29	29	29	29	29	29	38	27	27	27	27
40	27	27	27	27	27	27	40	27	27	27	27	27	27	27	27	27	27	27	40	27	27	27	27	27	27	27	39	29	29	38	27	27	40	30	2	2	2	2	2	2	2	2	2	2	31	27	40	40	27
27	27	40	27	27	27	27	27	27	27	40	27	40	27	27	27	27	27	27	27	27	27	27	40	27	27	27	30	2	2	35	29	29	29	34	2	2	2	2	2	2	2	2	2	2	31	27	27	27	27
27	27	27	27	27	40	27	27	27	27	27	27	27	27	39	29	29	29	38	27	27	27	27	39	29	29	29	34	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	32	37	27	27	27	27
27	27	27	27	27	27	27	27	27	27	27	40	27	39	34	2	2	2	35	38	40	27	27	30	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31	27	27	27	27	27
27	27	40	27	27	27	27	27	40	27	27	39	29	34	2	2	3	2	2	31	27	27	27	30	2	2	3	2	2	3	2	2	2	2	2	2	3	2	2	2	32	28	28	28	37	27	40	27	27	27
27	27	27	27	40	27	27	27	27	27	39	34	2	2	2	2	2	3	2	35	38	27	40	36	33	2	2	2	32	33	2	3	2	2	2	2	2	2	2	2	31	27	40	27	27	27	27	27	27	27
27	27	27	27	27	27	27	27	27	39	34	2	2	2	2	2	2	2	2	2	35	29	29	29	34	2	2	32	37	36	28	28	33	2	2	2	2	2	2	2	31	27	27	40	27	27	27	27	27	27
27	40	27	27	27	27	27	27	27	30	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	31	40	27	36	37	30	2	2	2	2	2	2	2	35	38	27	27	27	27	27	27	40	27
27	27	27	27	40	27	27	27	39	34	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	31	27	27	27	39	34	2	17	9	10	18	3	3	2	35	38	27	27	40	27	27	27	27
27	27	27	40	27	39	29	29	34	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	3	2	35	29	29	29	34	2	17	15	4	4	14	9	9	18	2	31	27	27	27	27	27	27	27
27	27	27	27	39	34	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	17	10	15	4	4	4	4	4	4	5	3	31	27	40	27	27	27	27	27
27	27	27	27	30	2	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	17	9	15	4	4	4	4	4	4	4	4	5	2	31	27	27	27	27	27	27	27
27	40	40	27	30	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	3	2	7	4	4	4	13	12	11	12	11	12	12	20	2	31	27	27	27	27	40	27	27
27	27	27	27	30	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	19	12	11	12	20	2	3	2	32	28	28	28	28	37	27	27	27	27	27	27	27
27	27	27	27	30	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	31	27	27	40	27	27	27	27	40	27	27	27	27
27	27	27	40	30	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	31	27	27	40	27	27	27	27	27	27	27	27	27
27	27	27	27	30	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	31	27	27	27	27	27	27	27	27	27	27	27	40
